id,host_id,host_name,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_verifications,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms_text,beds,price,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
29251403,29722553,Iegor,"A friendly and relaxed person interested and curious about people.
I like to travel and work out.
IT, Circular economy and Sustainability is my passion.",within an hour,100%,99%,"['email', 'phone', 'work_email']",Centrum-Oost,Private room in rental unit,Private room,2,1 shared bath,1,$87.00 ,145,4.57,4.67,4.7,4.67,4.79,4.88,4.44
931270,4281750,Karin,"Al jaren wonen wij met veel plezier op onze grote woonark achter het Olympisch stadion. In onze boot hebben wij een fantastische ruimte voor een aangenaam verblijf in Amsterdam op het water. Graag verwelkomen wij daar onze gasten. Daarnaast beheer ik het prettige huisje in Abbeville voor een vriendin van mij.Met genoegen vertel ik meer over alle mogelijkheden en de gang van zaken.
",within a few hours,100%,99%,"['email', 'phone']",Zuid,Entire rental unit,Entire home/apt,4,1 bath,1,$149.00 ,412,4.8,4.85,4.85,4.92,4.9,4.64,4.68
27449306,3249719,Ingrid,"Dear guests, we are a family of 4, we enjoy our house at the lake very
much. During summer we swim here every day. Please let us know when you have any question regarding your stay jn Amsterdam. IJBurg is the neighborhood we live in, it is surrounded by water and has really pretty spots to go jogging, have dinner or just walk around. The city centre is really near and can be reached by tram (5 min walk) or bike, hope to meet you soon!",within a day,100%,57%,"['email', 'phone']",IJburg - Zeeburgereiland,Entire home,Entire home/apt,4,3.5 baths,3,$400.00 ,4,5,5,5,5,5,5,5
805046013522495790,22061260,Isabel,"Hi! I'm Isabel. Living in Amsterdam for over 12 years. So yes, I know all the local spots and will provide you with lots of tips ;) As you can see on my pictures I'm into music and art and love to spent my time strolling around in Amsterdam to keep discovering new places. My apartment is also my working space, I work in music and advertising. Feel free to use my piano and explore my record collection when your here. ",within a few hours,67%,73%,"['email', 'phone']",Slotervaart,Entire condo,Entire home/apt,2,1.5 baths,1,$140.00 ,5,4.2,4,3.8,4.2,4,3.8,3.6
877414067048735498,511696325,Amy,,within an hour,100%,68%,"['email', 'phone']",Zuid,Entire condo,Entire home/apt,3,1.5 baths,2,$180.00 ,5,4.8,4.8,4.8,4.4,5,5,4.6
620061441154294012,417605616,Berend,,within an hour,100%,53%,['phone'],De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,2,1 bath,1,$197.00 ,16,4.94,4.94,4.69,4.94,5,5,4.75
952117056460054272,79257221,Carole,,within a few hours,100%,50%,"['email', 'phone']",De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,4,1.5 baths,3,$200.00 ,2,5,5,5,5,5,5,4.5
50463273,15140346,Wieneke,,within an hour,100%,0%,"['email', 'phone']",Zuid,Entire condo,Entire home/apt,2,1.5 baths,1,$175.00 ,6,4.67,5,5,5,5,4.67,4.67
32687211,3077295,Franciska,"We are a Dutch Indonesian Family with 2 kids living in Amsterdam. We like to travel and visit cultural sites, galleries, musea but most of all just wander around and enjoy other cities from a local perspective.",N/A,N/A,67%,"['email', 'phone']",Oud-Noord,Entire townhouse,Entire home/apt,4,1.5 baths,3,$241.00 ,11,5,5,4.91,5,4.91,4.45,4.64
36324929,145549529,Gerbrand,,N/A,N/A,N/A,"['email', 'phone']",Oud-Noord,Entire townhouse,Entire home/apt,2,1 bath,2,$160.00 ,7,4.71,5,4.86,5,5,4.57,4.71
21783756,85701039,Michael,"I am a young professional from Amsterdam. I love to travel, enjoy eating great food , spend time with family and friends and I am passionate about doing sports. I am happy to rent out my apartment in Amsterdam, hoping to share this lovely place with great people from all over the world.",within a few hours,100%,0%,"['email', 'phone']",Zuid,Entire rental unit,Entire home/apt,2,1.5 baths,1,$200.00 ,9,5,4.89,5,5,4.78,5,4.89
988166485656261925,15525559,Harriet,"Hi, I'm Harriet - a 30-something year old living in Amsterdam. 

My parents are living in Spain, my sister and brother in London. I work as a freelancer at the United Nations in digital and social media strategy and content. I share a beautiful home and fur-child with my boyfriend in Amsterdam, we love to cook, travel and chill. 

I co-host and rent out our family ski chalet in the French alps, my parents home in Spain and my own home too.",within a few hours,100%,100%,"['email', 'phone']",Zuid,Entire rental unit,Entire home/apt,4,1 bath,2,$202.00 ,0,,,,,,,
841161794560579808,34287621,Sven,"Vader van drie twintigers, echtgenoot van eerste en enige vrouw.
Ik houd mij bezig met de juridische kant van vastgoed en filmproductie en ik houd mij bezig met coding.",within a few hours,100%,98%,"['email', 'phone', 'work_email']",De Pijp - Rivierenbuurt,Private room in home,Private room,2,1 private bath,1,$160.00 ,39,4.95,4.9,4.95,4.79,4.97,5,4.79
708438241038382383,8571765,Ramon,"Hi ,
I love to travel and have been all over the world.
I work at a bank . Have 3 adult sons.
Play Piano. I make use of Airbnb as well and try to copy the good experience with you by doing thé things I hope you appreciate.",within an hour,100%,95%,"['email', 'phone']",Watergraafsmeer,Private room in home,Private room,4,1.5 shared baths,3,$138.00 ,34,4.76,4.62,4.88,4.91,4.79,4.62,4.29
588927298640018217,450900641,Mar,,within an hour,100%,100%,"['email', 'phone']",Centrum-West,Private room in bed and breakfast,Private room,2,1 private bath,2,$145.00 ,61,4.79,4.72,4.79,4.9,4.9,4.84,4.66
42019965,211564566,Jur,,within an hour,100%,100%,"['email', 'phone']",Bijlmer-Centrum,Private room in condo,Private room,4,1.5 shared baths,2,$175.00 ,86,4.94,4.95,4.98,4.92,4.91,4.6,4.73
658712442038757836,249390073,Anoek En Thimo,"My name is Thimo Meier, 28 years old and living in the capital of the Netherlands: Amsterdam. I live there together with my girlfriend Anoek. We're in a relationship for over four years and both working for the biggest bank in the Netherlands. In our spare time we love to sport: field hockey, running, tennis, skiing. See you soon!",N/A,N/A,88%,"['email', 'phone', 'work_email']",De Pijp - Rivierenbuurt,Entire condo,Entire home/apt,2,1.5 baths,1,$145.00 ,9,5,5,4.67,5,4.89,4.89,4.67
27058302,11530541,Maurits,"I'm Maurits Terheijden, living in Amsterdam since 1997. In my free time I enjoy listening to music, cycling, reading and food & wine. My favorite travel spots include Indonesia, South of France and several European cities.",N/A,N/A,100%,"['email', 'phone']",IJburg - Zeeburgereiland,Entire home,Entire home/apt,4,1.5 baths,2,$275.00 ,17,5,5,4.82,4.94,5,4.94,4.82
659154815042625820,364305280,Arnold,"Hi! My name is Arnold. I'am an entrepreneur in Amsterdam and live along of the most beautiful canals. My company Shortstays Amsterdam is taking care of the total management of our B&B's and Shortstay-apartments. We feel the responsibility to make sure our guests have a great stay. The most appreciated service, besides great and very clean locations, crisp clean linnen & towels,  is our quick direct response all received messages.",within an hour,100%,100%,"['email', 'phone']",De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,2,1 bath,1,$75.00 ,5,4.8,4.6,4.6,4.8,4.8,4.8,4.8
23819110,22272931,Marguerite,,within a day,100%,83%,"['email', 'phone']",IJburg - Zeeburgereiland,Entire home,Entire home/apt,2,1 bath,2,$140.00 ,30,5,5,5,5,5,4.97,5
979877839758696022,87743293,Fije,"I am manager of the software engineering department at a well known Dutch green energy company. I adore traveling, kitesurfing, rockclimbing and reading. I will take great care of your home as you can see in my reviews. And if you’re my guest I will do everything to ensure an amazing stay in my home.
I can give you all the local recommendations about the city and nice places to have dinner or great coffee :)",within a few hours,100%,67%,"['email', 'phone']",Oud-Oost,Entire loft,Entire home/apt,2,1 bath,1,$181.00 ,5,5,5,5,5,5,5,5
983865867790002552,8049411,Ivo,,within a few hours,100%,100%,"['email', 'phone']",De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,2,1 bath,1,$195.00 ,1,5,5,5,5,5,5,5
14050092,84256372,Carla,"I am a friendly and open minded person. For many years i have worked as a policy-advisor (social issues) for municipalities. Since a couple of years i have my retrait and now I am studying History of Art.
If you stay with me, i want you to feel comfortable and at home. I will respect your privacy as you respect mines. I am always willing to give you all information you need so that you have a nice stay in Amsterdam and surroundings.",within an hour,100%,100%,"['email', 'phone']",De Aker - Nieuw Sloten,Private room in home,Private room,2,1.5 baths,1,$70.00 ,382,4.87,4.92,4.98,4.94,4.91,4.59,4.81
24984098,46022777,Bennie,,N/A,N/A,100%,"['email', 'phone']",Slotervaart,Entire rental unit,Entire home/apt,2,1.5 baths,1,$150.00 ,5,5,4.8,5,5,4.8,4.4,4.4
27863226,2455550,Jorn,,N/A,N/A,N/A,"['email', 'phone']",Oud-Oost,Private room in condo,Private room,2,1 private bath,1,$110.00 ,200,4.89,4.92,4.88,4.97,4.96,4.72,4.63
659141842477060387,364305280,Arnold,"Hi! My name is Arnold. I'am an entrepreneur in Amsterdam and live along of the most beautiful canals. My company Shortstays Amsterdam is taking care of the total management of our B&B's and Shortstay-apartments. We feel the responsibility to make sure our guests have a great stay. The most appreciated service, besides great and very clean locations, crisp clean linnen & towels,  is our quick direct response all received messages.",within an hour,100%,100%,"['email', 'phone']",De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,2,1.5 baths,1,$75.00 ,13,4.15,4.77,4.38,4.85,4.54,4.77,4.15
991074381286487560,5557804,Mirik Milan,"""Hello, we're Mirik and Thamar, a married couple in Amsterdam. Thamar, an Art Director, transitioned from a fashion modeling career. Mirik, an event producer in nightlife, now has his own company. With backgrounds in culture, nightlife, and fashion, we offer unique insights. We're also proud parents to a 3.5-year-old, ready to share a fresh perspective on Amsterdam's vibrant lifestyle.""",within an hour,100%,100%,"['email', 'phone']",Centrum-Oost,Private room in bed and breakfast,Private room,2,1 bath,1,$174.00 ,1,5,5,5,5,5,5,
53318425,431666981,Simone,"Hi, wij zijn Simone en Luc en we wonen samen met ons dochtertje Millie-Mae en onze hond Belle in dit fijne huis in Amsterdam-West. ",within an hour,100%,100%,"['email', 'phone']",Bos en Lommer,Entire vacation home,Entire home/apt,3,1.5 baths,1,$165.00 ,12,4.75,4.67,4.67,4.83,4.75,4.75,4.67
38665022,43710735,Jesse,"Hi,

My name is Jesse, born and raised in Amsterdam. I like to go out in nature during summer, or visit local bars and restaurants to enjoy food over a good conversation. 

Looking forward to meeting all of you.

Cheers,
Jesse",within an hour,93%,100%,"['email', 'phone']",Zuid,Private room in bed and breakfast,Private room,2,1.5 baths,1,$63.00 ,65,4.8,4.82,4.71,4.86,4.89,4.82,4.62
4934237,25422214,John,,within an hour,100%,100%,"['email', 'phone']",Oud-Noord,Private room in rental unit,Private room,2,1.5 shared baths,1,$88.00 ,532,4.92,4.92,4.9,4.93,4.96,4.87,4.8
663752343213845248,9936645,Thom,,within an hour,100%,100%,['phone'],Bos en Lommer,Entire condo,Entire home/apt,2,1 bath,2,$164.00 ,3,4.67,4.67,4.67,5,5,4.67,4.67
17566665,116572131,Michelle,"Wij zijn Michelle en Victor en wij wonen met onze twee kinderen in Amsterdam. We houden zelf van reizen en andere culturen ontdekken. 
Hoe meer we ontdekken, hoe meer we nog meer willen ontdekken...
We bieden onze bnb kamer aan in onze woning in Amsterdam voor stellen en solo reizigers die op een rustige plek willen overnachten aan de rand van de stad.
Sinds 2019 hebben wij ook een apartement in Malaga in Spanje. Wij gaan er zelf graag heen en willen ook anderen laten genieten van al het leuks, lekkers en moois dat Malaga te bieden heeft. Strand, lekker eten en drinken, cultuur en natuur... Er bevinden zich veel bezienswaardigheden in de regio zoals de stad Ronda of de wandeling door een kloof, Caminito del Rey. 
Ons appartement in Malaga bevindt zich in een winkelstraatje in een woonwijk aan de oostkant van Malaga, op 5 minuten lopen van het strand. Het appartement heeft 3 slaapkamers en is geschikt voor een gezin of een of twee stellen.
We are Victor and Michelle and we live in Amsterdam with our two children. We all love travelling, getting to know the way of life in other countries, other cultures. The more we discover the more we want to discover more...
We welcome single travellers or couples to stay in our studio whilst discovering Amsterdam.
Since 2019 we have an apartment in Malaga in sunny Spain. We love to go there ourselves and welcome others to enjoy the beach and everything Malaga has to offer, food, wine, art, culture, nature. There are many interesting sites close by such as the city of Ronda (1,5 hours drive) or the Caminito del Rey (1 hour drive) Our apartment is located in a residential neighbourhood, five minutes from the beach and has three bedrooms and is thus suitable for (two) couples or a family. ",within an hour,100%,100%,['phone'],IJburg - Zeeburgereiland,Private room in home,Private room,2,1 private bath,1,$69.00 ,285,4.93,4.97,4.95,4.89,4.96,4.65,4.78
1015866346912655402,22091881,Billy,"Dear guest, in 2019 maakte ik een reis door India en verhuurde mijn studio. De slechte reviews zijn van toen en ben nu gelukkig volwassen en professioneel. U wordt niet opgelicht en in worst cases, is Airbnb Support er altijd voor de gast waar ik tekort schiet. Uw bezoek is mijn kans

Deze stad heeft veel bijgedragen aan de bouw van mijn innerwereld. Ik heb de uiterwerelddelen mogen bezoeken maar er is geen plek dan de wereldstad Amsterdam.",within an hour,100%,100%,"['email', 'phone']",Oud-Noord,Entire rental unit,Entire home/apt,6,1 bath,4,$199.00 ,3,3.33,3,3.67,3.67,3.33,4.33,3.67
1331157,7218607,Job En Suzanne,"Job en ik (Suzanne) wonen met onze zoon Jimi in een prachtig en licht huis aan het water op IJburg, waar we erg gelukkig zijn. Zodra het weer het toelaat zitten we op onze steiger aan het water, of voor het huis op de stoep met de buren. Kinderen kunnen heerlijk spelen in onze tuin, in het water, in de directe omgeving, op het strand en in het park. We zijn een sportief en cultureel geïnteresseerd gezin. We gaan graag met de fiets op pad naar musea, leuke festivals en pitoreske dorpjes. We houden van lekker eten en goede wijn, en van gezellige avonden met vrienden en familie.",within a few hours,100%,33%,"['email', 'phone']",IJburg - Zeeburgereiland,Entire home,Entire home/apt,4,1.5 baths,3,$350.00 ,22,4.91,4.82,4.77,5,5,4.95,4.95
53248489,3997123,Minne,"I 'm born in and raised in Amsterdam.
Spent my first 20 years in the East and whent to high school in the South. Spent the second 20 years in the West of amsterdam. And planning to spent at least another 20 years in the North of Amsterdam. Love to share my knowledge where I can",within an hour,100%,100%,"['email', 'phone']",Noord-West,Entire place,Entire home/apt,4,3 baths,2,$218.00 ,72,4.86,4.86,4.79,4.93,4.97,4.75,4.72
9343949,27948402,Suzanne,"Like living in Amsterdam for several years.  I love travelling and meet new people all over the world and see architecture, arts.
I Love music, like jazz, soul, classic and art seeing musea.
I love the green life: nature... with plants inside my home and lover to go the park...

And love spending time together with friends, trying out new restaurants, finding out special places nearby or all over the world. ",within an hour,100%,100%,"['email', 'phone']",Oud-Oost,Private room in condo,Private room,2,1.5 shared baths,1,$70.00 ,194,4.93,4.99,4.98,4.95,4.99,4.86,4.79
2763386,14122005,Rick,"My name is Rick (54), living in and loving the wonderful city of Amsterdam. I work as a freelance controller.  I like  practising yoga and meditation. I  sing in the Gay Men's Chorus of Amsterdam Manoeuvre. I travel with my boyfriend René and with my friends. Music of Eurovision Song Contest, ABBA, Diana Ross and Whitney Houston makes me happy.",within an hour,100%,100%,"['email', 'phone']",Slotervaart,Private room in condo,Private room,2,1.5 shared baths,1,$56.00 ,412,4.83,4.88,4.93,4.81,4.85,4.6,4.7
29258934,44051824,Brigitte,,within an hour,100%,100%,"['email', 'phone']",IJburg - Zeeburgereiland,Private room in home,Private room,2,1.5 baths,1,$68.00 ,115,4.66,4.75,4.85,4.83,4.83,4.72,4.57
3696035,17635284,Michèle,"We are a Dutch family of 4, living in Amsterdam. Michèle and Max with our boys Samuel & Otis, cat and chickens.
We love to spend our holiday times in unexpected places, surrounded by locals. We'd like to give this oppertunity in return for others.

",N/A,N/A,38%,"['email', 'phone']",Oud-Noord,Entire home,Entire home/apt,4,1.5 baths,3,$165.00 ,15,4.87,4.93,4.47,4.93,5,4.67,4.6
27833698,28150165,Lisa,,N/A,N/A,82%,"['email', 'phone']",Bos en Lommer,Entire rental unit,Entire home/apt,2,1.5 baths,1,$159.00 ,6,4.67,4.5,4.33,4.17,4.67,4.33,4.17
15497619,2829587,Greg,"I like to travel and I like to meet new people
",within an hour,100%,98%,"['email', 'phone']",Geuzenveld - Slotermeer,Private room in rental unit,Private room,1,1.5 shared baths,1,$70.00 ,270,4.94,4.95,4.96,4.94,4.93,4.65,4.77
17835965,95422089,Jackie,"We are a Brazilian-Dutch family that loves diversity, traveling and experiencing different worlds and cultures.
Hospitality is in my genes, together with my husband who works in the medical field and kids, we take pleasure in hosting and helping you to have a great stay and a fun time.",within an hour,95%,98%,"['email', 'phone']",IJburg - Zeeburgereiland,Private room in guest suite,Private room,4,1 private bath,2,$113.00 ,216,4.95,4.91,4.94,4.96,4.95,4.82,4.77
32229445,6647910,Jannes,,within a few hours,100%,64%,"['email', 'phone']",Bos en Lommer,Entire townhouse,Entire home/apt,4,1 bath,4,$150.00 ,10,4.9,5,4.9,5,5,4.9,4.8
672305056360128105,469792372,G,,within an hour,100%,100%,"['email', 'phone']",Gaasperdam - Driemond,Private room in condo,Private room,2,1 shared bath,1,$52.00 ,54,4.72,4.63,4.74,4.74,4.76,4.61,4.34
1018703,125667,Michèle,"Im both a master student as well as working. Love traveling, dancing, and meeting friends. ",within an hour,90%,100%,"['email', 'phone']",De Pijp - Rivierenbuurt,Private room in houseboat,Private room,2,1 private bath,1,$162.00 ,312,4.75,4.82,4.73,4.85,4.85,4.78,4.57
840407470413287692,308525090,Anne,,within an hour,100%,60%,"['email', 'phone']",Bos en Lommer,Entire condo,Entire home/apt,2,1 bath,1,$200.00 ,4,5,5,5,5,5,5,5
35157940,163592969,Arley,,within an hour,100%,100%,"['email', 'phone']",Noord-West,Private room in condo,Private room,2,1.5 shared baths,1,$71.00 ,93,4.87,4.86,4.78,4.86,4.93,4.57,4.73
34780235,16123975,Loes,"Ik ben architect en woon in Amsterdam, waar we ons eigen huis zelf gebouwd hebben. ",within an hour,100%,100%,"['email', 'phone']",Oud-Noord,Private room in bed and breakfast,Private room,2,1 private bath,1,$106.00 ,17,5,5,5,5,5,4.76,4.82
39543731,205830809,Jason,"Hey there! I'm Jason, and I'm thrilled to meet you. As a hospitality management graduate, I'm all about providing top-notch customer service and making sure every guest has an amazing experience. When I'm not working, I'm off on adventures, exploring new cultures and embracing the joy of travel. I hope this little intro gives you a sense of who I am. Can't wait to connect with you further!",within an hour,100%,100%,"['email', 'phone']",Bijlmer-Centrum,Private room in condo,Private room,2,1.5 shared baths,1,$75.00 ,135,4.81,4.87,4.83,4.83,4.93,4.69,4.76
32982335,35003425,Sandra,"My name is Sandra, I am born and raised in Amsterdam. I live on a lovely houseboat with my son Joe. l love going to the movies, restaurants, museums, fleamarkets, concerts, to the gym and love to go for long walks. I have travelled a lot  in the past and still do! I really look forward giving my guests an unforgettable time in Amsterdam! 
",within an hour,100%,100%,"['email', 'phone']",Zuid,Private room in houseboat,Private room,2,1.5 baths,1,$118.00 ,168,4.96,4.93,4.86,4.96,4.96,4.72,4.79
40685816,314064340,Mike,"I love traveling and exploring new destinations, and when I am not doing that I am enjoying everything that Amsterdam has to offer!",within an hour,100%,100%,"['email', 'phone']",Oud-Noord,Private room in home,Private room,2,1 private bath,1,$100.00 ,92,4.92,4.9,4.95,4.97,4.99,4.67,4.72
30140860,199638619,Roszica,"Hello I am Roszica, I live in a beautiful typical Dutch house in Amsterdam South a privileged neighbourhood close to everything with easy acces to and from the airport. I spend my time between Amsterdam and Lisbon. If I am in Lisbon , my son Edo looks after the house in Amsterdam and I manage a studio that we rent out on a beautiful cliff overlooking the sea just south of Lisbon. 

In Amsterdam, everybody wanted to live on the canals growing up but today the area has been overtaken by noise and partying people. Our house in Amsterdam South became the place to live with very good restaurants,  great shops, Concerthall and all the Musea around the corner including the convenient Airport Shuttle bus 397 which takes and brings you direct from the airport, only a few minute walk from my house. A lot of my guests take a morning jog in the nearby Vondelpark....

I have lived for twenty years abroad and returned  4years ago.
Before that I have been a stewardess with KLM for fourteen years so I can say receiving people comes natural to me :-) and  it is most important that my quests feel at home.

I hope to welcome you in the near future.....
Regards Roszica
",within a few hours,100%,93%,"['email', 'phone']",Zuid,Private room in townhouse,Private room,2,1 private bath,1,$185.00 ,133,4.89,4.92,4.87,4.96,4.96,4.97,4.83
6116302,31093577,Martine,,within an hour,100%,100%,"['email', 'phone']",Gaasperdam - Driemond,Private room in rental unit,Private room,1,1 private bath,1,$50.00 ,277,4.51,4.57,4.7,4.71,4.8,4.26,4.48
656972501753289247,465992213,Dennis,"Hi there, we have been living in Amsterdam for about 20 years and we think you must visit this beautiful city! After all these years we are still discovering new, fantastic places to go. We love living in Amsterdam as well as traveling, Seeing the word, and meeting people of different nationalities. And we have 2 sweet cats! They will be with you during your stay:)",N/A,N/A,N/A,"['email', 'phone']",Bos en Lommer,Entire condo,Entire home/apt,2,1 bath,2,$159.00 ,1,5,5,5,5,5,5,5
27608003,61134256,Maartje,"We are 
Maartje (40) social asistant
Rodrigo (46) musician
and Milena (9) student

We do
-Music, fotography, arts, sports, kitchen garden, camping and having fun-",within a day,100%,88%,"['email', 'phone']",Noord-West,Entire rental unit,Entire home/apt,4,1 bath,4,$169.00 ,20,4.9,4.75,4.75,5,5,4.65,4.8
18191221,2309801,Emmelie,"Hi, I am Emmelie. My home in Amsterdam has plenty of room to host guests, it will be my pleasure to welcome you soon!",within a day,80%,40%,"['email', 'phone']",Bos en Lommer,Private room in rental unit,Private room,2,1 shared bath,1,$65.00 ,57,4.91,4.93,4.72,4.89,4.95,4.7,4.63
942786576297956734,69462209,Roy,,within an hour,100%,100%,"['email', 'phone']",De Pijp - Rivierenbuurt,Private room in bed and breakfast,Private room,2,1.5 baths,1,$152.00 ,1,5,5,4,5,5,5,5
13463110,66691578,Mirjam,,within an hour,100%,100%,"['email', 'phone']",IJburg - Zeeburgereiland,Private room in townhouse,Private room,2,1 private bath,1,$115.00 ,129,4.92,4.96,4.91,4.99,4.98,4.78,4.85
991123672223664009,5557804,Mirik Milan,"""Hello, we're Mirik and Thamar, a married couple in Amsterdam. Thamar, an Art Director, transitioned from a fashion modeling career. Mirik, an event producer in nightlife, now has his own company. With backgrounds in culture, nightlife, and fashion, we offer unique insights. We're also proud parents to a 3.5-year-old, ready to share a fresh perspective on Amsterdam's vibrant lifestyle.""",within an hour,100%,100%,"['email', 'phone']",Centrum-Oost,Private room in bed and breakfast,Private room,2,1 bath,1,$170.00 ,1,5,4,5,5,5,4,4
22920222,438015102,Floris,,N/A,N/A,N/A,"['email', 'phone']",Zuid,Private room in condo,Private room,2,1 private bath,1,$89.00 ,99,4.73,4.88,4.81,4.9,4.87,4.84,4.45
678738648893574937,47612725,Merel,"Hi my name is Merel. I love making furniture, hiking and discovering new destinations with my boyfriend Jurgen. When we are out on adventure, we rent out our beautiful appartment in Amsterdam.",within an hour,100%,79%,"['email', 'phone']",Bos en Lommer,Entire condo,Entire home/apt,3,1 bath,2,$195.00 ,20,4.9,4.95,4.7,4.95,5,4.7,4.75
10492761,1212765,Joop,,within a few hours,100%,100%,"['email', 'phone']",Zuid,Private room in bed and breakfast,Private room,2,1 private bath,1,$132.00 ,33,4.85,4.79,4.58,4.91,4.91,4.88,4.67
8660262,15905757,Christofoor,Never stop exploring,within an hour,100%,99%,"['email', 'phone', 'work_email']",De Pijp - Rivierenbuurt,Private room in rental unit,Private room,2,1 private bath,1,$108.00 ,401,4.79,4.85,4.93,4.86,4.91,4.72,4.7
9509889,48791845,Kate,"I'm an avid traveler, sport enthusiast, and animal lover. Having explored 40+ countries, I hope yours is one of them. City life currently revolves around caring for two Greek cats. My passion includes reducing my carbon footprint through veganism. Let's connect and swap tales!",within an hour,100%,86%,"['email', 'phone']",Centrum-West,Private room in rental unit,Private room,4,1.5 baths,3,$130.00 ,316,4.74,4.78,4.67,4.91,4.84,4.96,4.56
888349580125972031,14765223,Sylvain,"I was born in Bretagne (France), I used to live in Paris and I moved in Amsterdam in 2020. Like my guests, I enjoy travelling around the world and avoid as much as possible hotels!",within an hour,100%,100%,"['email', 'phone', 'work_email']",De Pijp - Rivierenbuurt,Private room in bed and breakfast,Private room,1,1 bath,1,$51.00 ,0,,,,,,,
4251291,249607376,Annemarie,"I'm Annemarie (54), psychologist and specialized in prevention since 2014. Before this, I had a long career as a viola player in a radio orchestra. I'm the partner of Erik and together we have an Airbnb room in our house, in the centre of Amsterdam. I like travelling, foreign languages, studying, walking, trekking, camping and cycling.",N/A,N/A,N/A,"['email', 'phone']",Centrum-Oost,Private room in rental unit,Private room,2,1.5 baths,2,$110.00 ,45,4.82,4.76,4.76,4.87,4.91,4.93,4.59
49085366,395882585,Lucas,,within an hour,100%,100%,"['email', 'phone']",Centrum-West,Private room in rental unit,Private room,2,1 private bath,,$84.00 ,31,4.45,4.68,4.48,4.65,4.61,4.97,4.68
1482851,3877342,Nicole,"Love to travel, especially South America and Asia!
I like everything that has to do with water, to live on it but also kitesurfing, wakeboarding, stand up paddling and sailing. Also a big fan of wintersports.
I love with my dog Yara. 
Enjoy life to the max!",within an hour,100%,100%,"['email', 'phone', 'work_email']",Westerpark,Private room in boat,Private room,4,1 private bath,2,$145.00 ,103,4.85,4.79,4.78,4.86,4.88,4.68,4.63
860677854181813544,135688360,Aysha,,within an hour,100%,100%,"['email', 'phone']",Oud-Noord,Private room in condo,Private room,2,1 private bath,1,$93.00 ,3,4.67,4,4.33,5,5,3.67,4.67
52120325,342668428,Tina,,within a few hours,100%,99%,"['email', 'phone']",Centrum-Oost,Private room in home,Private room,2,1 private bath,1,$120.00 ,64,4.84,4.81,4.88,4.7,4.88,4.92,4.63
25968358,191550152,Soedish,,within an hour,100%,75%,"['email', 'phone']",De Pijp - Rivierenbuurt,Private room in rental unit,Private room,2,1.5 shared baths,2,$70.00 ,184,4.83,4.9,4.76,4.98,4.97,4.92,4.68
36369406,2956215,Vicente,"My name is Vicente, currently living and working in Amsterdam. I work with startups and travel the world in my free time :) 




",within an hour,100%,96%,"['email', 'phone']",De Pijp - Rivierenbuurt,Private room in rental unit,Private room,1,1 shared bath,1,$150.00 ,56,4.98,4.98,4.96,4.96,5,4.98,4.71
9003963,47021452,Louise,,within an hour,100%,100%,"['email', 'phone']",Centrum-Oost,Private room in rental unit,Private room,4,1 private bath,4,$110.00 ,766,4.85,4.83,4.82,4.94,4.96,4.97,4.82
938439004409061352,853028,Elisa,: ),within a few hours,60%,67%,"['email', 'phone']",Zuid,Entire rental unit,Entire home/apt,4,1 bath,3,$330.00 ,3,5,5,5,5,5,4.67,4.67
876557023728865533,36553452,Anna,"Welkom in mijn charmante, monumentale huisje waar ik met zoveel plezier woon!
Ik hoop dat je net zo geniet als ik van de leuke, rustige en groene plek. Een oase van rust in een levendige buurt met leuke winkeltjes, op loopafstand van het stadscentrum en Centraal (trein)Station.
Ik woon ruim 20 jaar in Amsterdam en geef je met liefde tips over leuke plekken om naar toe te gaan in en buiten de stad.",within a day,90%,50%,"['email', 'phone']",Oud-Noord,Entire home,Entire home/apt,2,1.5 baths,1,$150.00 ,7,5,4.86,5,5,5,4.71,4.29
20465459,135487531,Rogier & Nicole,"We are a couple from Amsterdam and we love to travel. A few years ago we've hosted a wintersport chalet in Austria. We liked it so much that we wanted to open our own B&B. What started out with the idea of a small cabin in the backyard, became much bigger when we got the opportunity of opening the Amsterdam Farm Lodge at the urban farming project of NoordOogst. The Amsterdam Farm Lodge is a project for 10 years and it consists of 7 holiday apartments. Let the adventure begin....",within an hour,100%,100%,"['email', 'phone', 'work_email']",Noord-West,Entire rental unit,Entire home/apt,6,1 bath,5,$139.00 ,52,4.88,4.88,4.85,4.92,4.92,4.33,4.62
